time-0;mflowj-101000000;mflowj-103000000;mflowj-105000000;mflowj-107000000;mflowj-109000000;mflowj-111000000;mflowj-113000000;mflowj-115000000;mflowj-117000000;mflowj-119000000;mflowj-121000000;mflowj-123000000;mflowj-125000000;mflowj-127000000;mflowj-129000000;mflowj-201000000;mflowj-203000000;mflowj-205000000;mflowj-207000000;mflowj-209000000;mflowj-211000000;mflowj-213000000;mflowj-251000000;mflowj-253000000;mflowj-311000000;mflowj-313000000;mflowj-331000000;mflowj-333000000;mflowj-341000000;mflowj-343000000;p-100010000;p-102010000;p-102050000;p-106010000;p-106210000;p-110010000;p-110120000;p-114010000;p-114120000;p-118010000;p-118130000;p-120010000;p-120050000;p-122010000;p-122040000;p-124010000;p-124040000;p-126010000;p-126070000;p-128010000;p-128030000;p-130010000;p-200010000;p-202010000;p-202250000;p-204010000;p-204590000;p-208010000;p-208210000;p-210010000;p-210100000;p-212010000;p-212160000;p-214010000;p-252010000;p-252080000;p-254010000;p-300010000;p-300170000;p-310010000;p-310010000;p-312010000;p-312710000;p-314010000;p-314010000;p-320010000;p-320180000;p-330010000;p-330010000;p-332010000;p-332760000;p-334010000;p-334010000;p-340010000;p-340010000;p-342010000;p-342760000;p-344010000;p-344010000;vlvstem-119;vlvstem-121;vlvstem-123;vlvstem-125;vlvstem-203;vlvstem-211;vlvstem-253;tempf-102010000;tempf-106010000;tempf-110010000;tempf-114010000;tempf-118010000;tempf-204010000;tempf-208010000;tempf-126010000;cntrlvar-3;cntrlvar-9;cntrlvar-15;cntrlvar-16;cntrlvar-17;cntrlvar-18;cntrlvar-19;cntrlvar-20;tempf-252080000;voidg-252080000;quals-252080000;quale-252080000;hvmix-252080000;
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8500000;8500000;8500000;8500000;8500000;8500000;8500000;8500000;8500000;8500000;8500000;8500000;8500000;8500000;8500000;1000000;1000000;1000000;1000000;1000000;1000000;1000000;500000;300000;300000;300000;300000;300000;300000;300000;300000;300000;300000;300000;300000;300000;100000;8500000;8500000;8500000;8500000;8500000;8500000;8500000;8500000;300000;300000;8500000;8500000;8500000;8500000;8500000;8500000;8500000;8500000;8500000;8500000;8500000;8500000;1;1;0;1;1;1;1;293.15;293.15;293.15;293.15;293.15;308.15;308.15;300;0;0;0;0;0;0;0;0;308.15;0;0;-0.1916046;146898.4
0.02057568;0.03397551;0.03617636;0.03321065;0.03309996;0.03227479;0.03059666;0.02267026;0.02378671;0.05692393;0.05970653;0.06047676;0.06106883;0.06087677;0.06077504;0.06076111;0.05485129;-0.2505635;-0.8573905;-1.432077;-1.496608;-1.509775;-1.52527;0.006374372;0;0.03033382;0.02260778;0.03311898;0.03244869;0.02400811;0.0565133;8500000;8501523;8509579;8509272;8518701;8510104;8499162;8488224;8494481;8490356;8494718;8494322;8492697;8492287;8491070;1019343;1018216;1017842;1009654;1006895;1001378;1000000;500000;233804.6;272938.6;275581.2;390102.8;391910.8;351991.4;349876.7;330676.8;328501.9;300134.5;300000;388211.2;384560.9;100000;8509943;8510237;8499942;8499942;8499796;8489444;8489344;8489344;390695.5;391941.9;8518698;8518698;8518695;8511501;8511321;8511321;8495350;8495350;8495242;8489866;8489772;8489772;1;1;0.001028784;1;1;1;0;293.8427;293.1501;293.1501;293.1498;293.1498;308.1494;308.1523;300.0004;-86565.31;-2924.299;671.526;10597.92;-1215.341;7377.508;5577.45;2758.389;308.1522;0;0;-0.2112565;146983.5
0.04009617;0.02532783;0.02713559;0.05222674;0.05423538;0.07881393;0.08174004;0.1145382;0.1163535;0.1200079;0.1193041;0.1191016;0.1189458;0.1187171;0.1187163;0.1187163;0.07139994;0.04158338;-0.09106802;-0.5057697;-0.560835;-0.5749981;-0.5871592;0.005038763;0;0.08218807;0.1142163;0.0544347;0.07849269;0.1165335;0.1201074;8500000;8500684;8503781;8502225;8508446;8501302;8492061;8485282;8490810;8478981;8482393;8481922;8480112;8479670;8478409;1019358;1018228;1017848;1009654;1006895;1001377;1000000;500000;381493.3;407226.1;408782.7;423420.2;420272.5;366977.4;364261.4;339871.2;337134.2;300429.6;300000;415050.9;411235.3;100000;8503555;8503289;8492965;8492965;8492908;8486566;8486441;8486441;422892.5;420797;8508331;8508331;8508237;8502464;8502392;8502392;8491610;8491610;8491444;8478595;8478451;8478451;1;1;0.002004809;1;1;1;0;293.8881;293.15;293.15;293.1498;293.1497;308.1528;308.1531;300.0004;-62035.09;-2536.974;1329.555;6523.597;2620.019;5939.291;13159.64;2759.199;308.1529;0;0;-0.2168415;147010.3
0.06457529;0.1436043;0.1534535;0.1572951;0.1571463;0.1583353;0.1584811;0.1672958;0.1685163;0.1889975;0.190765;0.1912234;0.1915712;0.1912053;0.1912056;0.1912058;0.1447469;0.2545789;0.5088127;1.091955;1.160841;1.179926;1.192279;-0.006834661;0;0.1585143;0.1671356;0.1571321;0.1583266;0.1686829;0.1887296;8500000;8500875;8505150;8503693;8507578;8491890;8481230;8473722;8480299;8473464;8477217;8476745;8474997;8474555;8473308;1019357;1018227;1017839;1009648;1006889;1001372;1000000;500000;314133.9;344840.4;346812;402163.6;401333.3;356546.8;354232.8;333381.6;331034.7;300220.4;300000;397023.5;393264.5;100000;8505064;8504812;8482041;8482041;8481920;8474892;8474814;8474814;402125.4;401560.2;8507358;8507358;8507175;8493271;8493097;8493097;8481185;8481185;8481088;8473035;8472912;8472912;1;1;0.003228765;1;1;1;0;294.9783;293.1501;293.1499;293.1496;293.1496;308.1512;308.0997;300.0004;86122.63;-1947.526;1370.919;7227.07;792.0737;14260.55;8272.532;2758.658;308.1524;0;0;-0.2131065;146992.2
0.08594971;0.2235532;0.2397476;0.2460877;0.2461055;0.2482802;0.2482032;0.2501357;0.2502026;0.2546727;0.254862;0.2549133;0.254953;0.2544666;0.254466;0.254466;0.2148707;0.2813885;0.4117626;0.6619483;0.6895418;0.697405;0.7024873;-0.002854983;0;0.2481916;0.250129;0.246104;0.2482882;0.2502137;0.2546438;8500000;8500837;8504889;8503352;8507807;8492869;8482028;8471733;8477224;8466578;8470104;8469589;8467797;8467337;8466076;1019391;1018256;1017854;1009651;1006890;1001368;1000000;500000;268080.2;299116.9;301117.4;361896;362864.2;333807.7;332312.4;318915.1;317414.5;299748.5;300000;360029;356189.7;100000;8504778;8504458;8482824;8482824;8482691;8473032;8472901;8472901;361969.7;362604.9;8507612;8507612;8507449;8494271;8494088;8494088;8478027;8478027;8477863;8466176;8466040;8466040;1;1;0.004297486;1;1;1;0;296.6957;293.1501;293.1499;293.1496;293.1495;308.15;308.0313;300.0004;36612.48;-601.4152;1426.818;9923.487;-894.5301;13523.65;11987.26;2761.026;308.1514;0;0;-0.2050233;146954.9
0.1039992;0.2907782;0.313096;0.3180068;0.3179385;0.3198241;0.3195016;0.3164555;0.3157087;0.3098581;0.3090437;0.3088363;0.3086799;0.3080933;0.3080929;0.308093;0.2574131;0.227941;0.1636256;0.03552372;0.0179667;0.01353617;0.01068879;0.001595323;0;0.3194463;0.3165595;0.3179305;0.3198544;0.3156123;0.309981;8500000;8500847;8504964;8503393;8507984;8493768;8483186;8474214;8480136;8470830;8474403;8473860;8472071;8471598;8470333;1019428;1018287;1017871;1009654;1006890;1001363;1000000;500000;271026.8;302480;304502.1;366495.7;367351;336494;334903.3;320631.1;319030.7;299806;300000;364350.9;360525.3;100000;8504862;8504497;8484002;8484002;8483882;8475462;8475352;8475352;366575.6;367144.6;8507796;8507796;8507639;8495134;8494968;8494968;8480973;8480973;8480836;8470420;8470289;8470289;1;1;0.005199958;1;1;1;0;298.7177;293.1502;293.1499;293.1496;293.1495;308.1501;308.0207;300.0004;-19138.89;347.5096;1468.758;8649.604;-775.3297;12827.75;10684.63;2763.675;308.1516;0;0;-0.205997;146959.3
1.122665;2.522201;3.263164;3.294544;3.294715;3.312887;3.313412;3.332716;3.333268;3.354265;3.354972;3.355081;3.355169;3.35483;3.349744;3.349434;2.628462;2.628442;2.628449;2.642029;2.629501;2.629501;2.629614;9.867028E-08;0;3.31344;3.332453;3.294722;3.312631;3.33331;3.353974;8500000;8500318;8503927;8495549;8500649;8470682;8460307;8428634;8434518;8406700;8405668;8393822;8390844;8385756;8383644;1025050;1023127;1018116;1008215;1005130;998961.1;1000000;500000;296581.9;327289.8;329254.4;384802.8;384500.1;346547.4;344591.6;327008.3;325033.2;300004.4;300000;380832.1;377032.3;100000;8504260;8497063;8461447;8461447;8461347;8430179;8430078;8430078;384797;384526.2;8500710;8500710;8500579;8472197;8472053;8472053;8435584;8435584;8435452;8406522;8406377;8406377;1;1;0.05613325;1;1;1;0;549.4156;293.2303;293.4301;293.3126;293.4396;308.1508;303.6203;293.9583;-48643.55;-16973.33;8710.813;31369.21;296.9012;28657.19;29207.01;3084.743;308.152;0;0;-0.2096335;146975.9
2.122665;5.391787;5.459852;6.268417;6.268915;6.285889;6.288614;6.312709;6.315113;6.337116;6.339925;6.340383;6.340606;6.340612;6.340615;6.34053;4.993712;4.993677;4.99365;5.015865;4.993722;4.993722;4.993807;1.40232E-07;0;6.288703;6.312284;6.268926;6.285594;6.315211;6.336761;8500000;8498985;8501679;8477152;8480874;8402257;8391129;8296844;8301970;8224885;8212266;8171230;8165411;8148436;8144309;1038727;1034951;1018103;1004141;1000273;992537.7;1000000;500000;297106.5;327791.6;329755.2;385250.4;384524;346547.1;344590.3;326998.6;325022.5;299979;300000;380875.4;377075.6;100000;8503191;8479849;8393046;8393046;8392931;8299268;8299153;8299153;385269.5;384576.1;8481493;8481493;8481335;8404369;8404194;8404194;8303601;8303601;8303442;8225310;8225134;8225134;1;1;0.1061332;1;1;1;0;567.705;293.3853;294.7531;294.3149;294.7679;308.1508;297.4087;293.0446;-222150.3;-94343.35;26039.46;93893.12;745.502;77299.34;78467.07;3867.962;308.152;0;0;-0.2096429;146976
3.122665;5.755394;5.755395;6.911602;6.912209;6.919064;6.921132;6.937127;6.939208;6.947332;6.948577;6.949072;6.949507;6.949912;6.950681;6.950976;7.37762;7.37757;7.377499;7.40952;7.377581;7.377581;7.377609;2.046561E-07;0;6.921606;6.936885;6.912228;6.918951;6.939502;6.947221;8500000;8498794;8502028;8472953;8479659;8396543;8387076;8281677;8288466;8207314;8195564;8146790;8141940;8122066;8118626;1036679;1033515;1013725;1001121;997513.7;990297.7;1000000;500000;297889.7;328544.4;330506.8;385931;384551.1;346537.2;344579.3;326976.7;324999.3;299937.2;300000;380936.3;377136.5;100000;8503861;8475949;8389374;8389374;8389348;8284156;8284129;8284129;385991.1;384645.9;8480605;8480605;8480556;8398570;8398512;8398512;8290422;8290422;8290374;8207650;8207592;8207592;1;1;0.1161332;1;1;1;0;567.7095;293.5645;295.6796;295.3131;295.6867;308.1508;294.2384;294.009;-426253.3;-126229.9;30908.2;105245.4;1440.012;82092.99;82830.28;3607.751;308.152;0;0;-0.2096561;146976
4.122665;5.722629;5.72263;6.924405;6.924972;6.926936;6.92767;6.941937;6.943319;6.947598;6.947984;6.948176;6.948359;6.948544;6.948983;6.949244;9.775449;9.775384;9.775282;9.816852;9.775009;9.775009;9.775015;2.706718E-07;0;6.927921;6.941785;6.925018;6.926898;6.943541;6.947559;8500000;8498814;8502033;8472826;8479535;8396227;8386762;8281203;8287992;8206812;8195068;8146296;8141452;8121580;8118144;1036642;1033483;1013697;1001110;997506.1;990297.6;1000000;500000;298934.7;329551.6;331512.4;386848.3;384582.1;346518.4;344559;326942.9;324964;299878.6;300000;381020.9;377221.1;100000;8503841;8475830;8389065;8389065;8389038;8283684;8283657;8283657;386965.9;384736.3;8480484;8480484;8480436;8398255;8398197;8398197;8289950;8289950;8289902;8207148;8207090;8207090;1;1;0.1161332;1;1;1;0;567.7095;293.7228;295.9778;295.9584;295.9796;308.1508;293.4787;295.3039;-596031.6;-102932.1;31014.7;105407.5;2383.775;82286.72;82860.77;3604.047;308.152;0;0;-0.2096744;146976.1
